question,answer
Please assist me in finding addresses that have an USDT trading volume of at least 1 million on AAVE？,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='AAVE'
and asset = 'Tether USD'
and action = 'ALL' 
and 
transaction_volume_usd >=1000000 
GROUP BY
address"
Can you find some addresses for me that rank within the top 2.5% of USDT trading volume on all platforms based on AAVE?,"select
        address
from
        (
        select
                address
        from
                (
                select
                        address,
                        sum(transaction_volume_usd) transaction_volume_usd
                from
                        wired_address_dataset
                where
                        b_type = 'DeFi'
                        and statistical_type = 'token'
                        and platform_name = 'AAVE'
                        and action = 'ALL'
                        and asset = 'Tether USD' and transaction_volume_usd  >0 
                group by
                        address) b
        order by
                transaction_volume_usd desc
        limit (
        select
                floor(COUNT(distinct address) * 0.025)
        from
                wired_address_dataset
        where
                b_type = 'DeFi'
                and statistical_type = 'token'
                and platform_name = 'AAVE'
                and action = 'ALL'
                and asset = 'Tether USD' and transaction_volume_usd  >0 )) a
group by
        address"
"Which addresses have a USDT trading volume ranging from $100 to $1,000 on all Lending Platforms?","SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Lending'
and asset = 'Tether USD'
and action = 'ALL' 
and 
transaction_volume_usd >=100 AND transaction_volume_usd<=1000
GROUP BY
address"
Please assist me in finding addresses that have a USDT trading volume of at least 1 million on all Lending Platforms？,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Lending'
and asset = 'Tether USD'
and action = 'ALL' 
and transaction_volume_usd >=1000000 
GROUP BY
address"
Can you find some addresses for me that rank within the top 1% of traders on all platforms based on the trades volume of USDT trades on all Lending Platforms?,"select
        address
from
        (
        select
                address
        from
                (
                select
                        address,
                        sum(transaction_volume_usd) transaction_volume_usd
                from
                        wired_address_dataset
                where
                        b_type = 'DeFi'
                        and statistical_type = 'token'
                        and platform_name = 'Lending'
                        and action = 'ALL'
                        and asset = 'Tether USD'   and transaction_volume_usd  >0 
                group by
                        address) b
        order by
                transaction_volume_usd desc
        limit (
        select
                floor(COUNT(distinct address) * 0.01)
        from
                wired_address_dataset
        where
                b_type = 'DeFi'
                and statistical_type = 'token'
                and platform_name = 'Lending'
                and action = 'ALL'
                and asset = 'Tether USD'   and transaction_volume_usd  >0 )) a
group by
        address"
"Who made trades on all Lending Platforms with a volume traded ranging from $100 to $1,000?","SELECT 
address 
FROM 
wired_address_dataset 
WHERE 
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name='Lending' 
and asset = 'ALL' 
and action = 'ALL' 
and 
transaction_volume_usd >=100 AND transaction_volume_usd<=1000 
GROUP BY 
address"
Who made trades on Lending Platforms with a volume traded of at least $1 million?,"SELECT 
address 
FROM 
wired_address_dataset 
WHERE 
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name='Lending' 
and asset = 'ALL' 
and action = 'ALL' 
and 
transaction_volume_usd >=1000000 
GROUP BY 
address"
Can you find some traders for me who rank within the top 2.5% on Lendings based on the volume traded?,"select
        address
from
        (
        select
                address
        from
                (
                select
                        address,
                        sum(transaction_volume_usd) transaction_volume_usd
                from
                        wired_address_dataset
                where
                        b_type = 'DeFi'
                        and statistical_type = 'token'
                        and platform_name = 'Lending'
                        and action = 'ALL'
                        and asset = 'ALL'   and transaction_volume_usd  >0 
                group by
                        address) b
        order by
                transaction_volume_usd desc
        limit (
        select
                floor(COUNT(distinct address) * 0.025)
        from
                wired_address_dataset
        where
                b_type = 'DeFi'
                and statistical_type = 'token'
                and platform_name = 'Lending'
                and action = 'ALL'
                and asset = 'ALL' and transaction_volume_usd >0)) a
group by
        address"
Who are the addresses that have an activity count of 1-9 on AAVE?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='AAVE'
and asset = 'ALL'
and action = 'ALL' 
and transaction_count >=1 AND transaction_count <=9
GROUP BY
address"
Who are the addresses that have an activity count of at least 619 on AAVE?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='AAVE'
and asset = 'ALL'
and action = 'ALL' 
and transaction_count >=619
GROUP BY
address"
Who are the addresses that have an activity count between 400 to 619 on AAVE?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='AAVE'
and asset = 'ALL'
and action = 'ALL' 
and 
transaction_count >=400 AND transaction_count <=619
GROUP BY
address"
Who are the addresses that have a USDT activity count of 1-9 on AAVE?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='AAVE'
and asset = 'Tether USD'
and action = 'ALL' 
and transaction_count >=1 AND transaction_count <=9
GROUP BY
address"
Who are the addresses that have a USDT activity count of at least 619 on AAVE?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='AAVE'
and asset = 'Tether USD'
and action = 'ALL' 
and transaction_count >=619
GROUP BY
address"
Who are the addresses that have a USDT activity count between 400 to 619 on AAVE?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='AAVE'
and asset = 'Tether USD'
and action = 'ALL' 
and transaction_count >=400 AND transaction_count <=619
GROUP BY
address"
Who are the addresses with an activity count of 1-9 on all Lending Platforms?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Lending'
and asset = 'ALL'
and action = 'ALL' 
and transaction_count >=1 AND transaction_count <=9
GROUP BY
address"
Who are the addresses with an activity count of at least 619 on all Lending Platforms?,"SELECT 
address 
FROM 
wired_address_dataset 
WHERE 
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name='Lending' 
and asset = 'ALL' 
and action = 'ALL' 
and transaction_count >=619 
GROUP BY 
address"
Who are the addresses with an activity count between 400 and 619 on all Lending Platforms?,"SELECT 
address 
FROM 
wired_address_dataset 
WHERE 
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name='Lending' 
and asset = 'ALL' 
and action = 'ALL' 
and transaction_count >=400 AND transaction_count <=619 
GROUP BY 
address"
Who are the addresses with a USDT activity count of 1-9 on all Lending Platforms?,"SELECT
address 
FROM
wired_address_dataset
WHERE
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name='Lending'
and asset = 'Tether USD'
and action = 'ALL' 
and transaction_count >=1 AND transaction_count <=9
GROUP BY
address"
Who are the addresses with a USDT activity count of at least 619 on all Lending Platforms?,"SELECT 
address 
FROM 
wired_address_dataset 
WHERE 
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name='Lending' 
and asset = 'Tether USD' 
and action = 'ALL' 
and transaction_count >=619 
GROUP BY 
address"
Who are the addresses with a USDT activity count between 400 to 619 on all Lending Platforms? ,"SELECT 
address 
FROM 
wired_address_dataset 
WHERE 
b_type = 'DeFi' 
and statistical_type = 'token' 
and platform_name='Lending' 
and asset = 'Tether USD' 
and action = 'ALL' 
and 
transaction_count >=400 AND transaction_count <=619 
GROUP BY 
address"
"Which addresses have a Borrow volume ranging from $100 to $1,000 on AAVE?","select
address
from
wired_address_dataset
where
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name = 'AAVE'
and action = 'borrow'
and asset = 'ALL'
and transaction_volume_usd >= 100
and transaction_volume_usd <= 1000
group by
address"
Can you provide the address that made trades on AAVE and has $1 Million in the number of Borrow volume traded?,"select address
from
wired_address_dataset
where
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name = 'AAVE'
and action = 'borrow'
and asset = 'ALL'
and transaction_volume_usd >= 1000000
group by
address"
What are the addresses that have made trades on AAVE and are in the top 10% in the number of Borrow volume traded?,"select
        address
from
        (
        select
                address
        from
                (
                select
                        address,
                        sum(transaction_volume_usd) transaction_volume_usd
                from
                        wired_address_dataset
                where
                        b_type = 'DeFi'
                        and statistical_type = 'token'
                        and platform_name = 'AAVE'
                        and action = 'borrow'
                        and asset = 'ALL'    and transaction_volume_usd  >0 
                group by
                        address) b
        order by
                transaction_volume_usd desc
        limit (
        select
                floor(COUNT(distinct address) * 0.1)
        from
                wired_address_dataset
        where
                b_type = 'DeFi'
                and statistical_type = 'token'
                and platform_name = 'AAVE'
                and action = 'borrow'
                and asset = 'ALL'  and transaction_volume_usd  >0 )) a
group by
        address;"
"Which addresses have an USDT Borrow volume ranging from $100 to $1,000 on AAVE?","select
address
from
wired_address_dataset
where
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name = 'AAVE'
and action = 'borrow'
and asset = 'Tether USD'
and transaction_volume_usd >= 100
and transaction_volume_usd <= 1000
group by
address"
Could you help me find addresses that have an USDT Borrow volume of at least 1 million on AAVE？,"select
address
from
wired_address_dataset
where
b_type = 'DeFi'
and statistical_type = 'token'
and platform_name = 'AAVE'
and action = 'borrow'
and asset = 'Tether USD'
and transaction_volume_usd >= 1000000
group by
address"
Who are the top 10% of traders based on the Borrow volume of USDT trades on AAVE?,"select
        address
from
        (
        select
                address
        from
                (
                select
                        address,
                        sum(transaction_volume_usd) transaction_volume_usd
                from
                        wired_address_dataset
                where
                        b_type = 'DeFi'
                        and statistical_type = 'token'
                        and platform_name = 'AAVE'
                        and action = 'borrow'
                        and asset = 'Tether USD'    and transaction_volume_usd  >0 
                group by
                        address) b
        order by
                transaction_volume_usd desc
        limit (
        select
                floor(COUNT(distinct address) * 0.1)
        from
                wired_address_dataset
        where
                b_type = 'DeFi'
                and statistical_type = 'token'
                and platform_name = 'AAVE'
                and action = 'borrow'
                and asset = 'Tether USD'   and transaction_volume_usd  >0 )) a
group by
        address"
